"","Cancer Site","Year","Tumour Type","Age","Region","Gender","Deprivation","Ethnicity - White","Ethnicity - Asian excl Chinese","Ethnicity - Black","Ethnicity - Chinese","Ethnicity - Mixed","Ethnicity - Other","Ethnicity - Unknown","Deprivation quintile 1 - most deprived","Deprivation quintile 2","Deprivation quintile 3","Deprivation quintile 4","Deprivation quintile 5 - least deprived","Death Certificate Only","Kaplan-Meier survival 36m"
"209","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","79","0","0","0","0","0","55","11","15","32","34","42","0","98.5"
"210","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","54","0","0","0","0","0","29","7","8","21","24","23","0","95.1"
"211","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","120","2","1","0","0","1","87","12","19","29","59","92","0","96.7"
"212","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","92","0","0","0","0","1","46","4","12","22","42","59","0","95.7"
"213","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","102","0","0","0","0","0","43","6","22","32","39","46","0","97.2"
"214","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","46","0","0","0","1","1","16","1","11","16","13","23","0","96.9"
"215","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","112","0","0","0","0","0","39","12","28","34","29","48","0","94.6"
"216","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","87","0","0","0","0","0","13","1","11","20","33","35","0","94.9"
"217","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","144","0","0","0","0","1","57","27","23","46","57","49","0","95.5"
"218","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","98","0","0","0","0","0","26","9","23","24","31","37","0","93.5"
"219","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Female","All","102","0","0","0","0","0","36","28","29","28","23","30","0","94.1"
"220","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Male","All","63","0","0","0","0","0","15","14","9","17","14","24","0","90.9"
"221","Skin tumours","2013","Skin cancer","Age 25+","North West","Female","All","120","0","0","0","0","0","56","29","29","39","32","47","0","93.8"
"222","Skin tumours","2013","Skin cancer","Age 25+","North West","Male","All","70","0","0","0","0","0","23","13","10","15","25","30","0","89.2"
"223","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","184","0","1","0","0","0","81","15","33","37","71","110","0","94.7"
"224","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","124","0","1","0","0","0","35","5","19","29","41","66","0","92.5"
"225","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","145","0","0","0","0","2","49","11","33","59","44","49","0","94.9"
"226","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","97","0","0","0","0","0","20","10","18","35","30","24","0","93"
"227","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","155","0","0","0","1","0","34","15","31","46","46","52","0","79.5"
"228","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","49","0","0","0","0","0","15","1","8","13","18","24","0","81"
"229","Skin tumours","2013","Skin cancer","Age 25+","London","Female","All","111","1","0","0","0","0","17","17","23","29","30","30","0","82.8"
"230","Skin tumours","2013","Skin cancer","Age 25+","London","Male","All","43","1","0","0","0","0","6","7","9","6","12","16","0","80"
"231","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","140","0","0","0","0","1","56","25","34","40","50","48","0","76.1"
"232","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","62","0","0","0","0","0","16","5","14","21","20","18","0","76.9"
"233","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","222","0","0","0","0","0","70","13","38","53","88","100","0","78.2"
"234","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","121","0","0","0","0","1","27","9","10","31","35","64","0","73.8"
"235","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","133","0","0","0","0","0","45","13","34","51","36","44","0","79.3"
"236","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","54","0","0","0","0","0","9","3","10","10","15","25","0","78.7"
"237","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","75","0","0","0","0","1","146","13","28","45","63","73","0","100"
"238","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","44","0","0","0","0","0","112","6","26","28","40","56","0","99.4"
"239","Skin tumours","2013","Skin cancer","Age 25+","London","Female","All","51","0","0","0","1","2","60","14","16","30","31","23","0","100"
"240","Skin tumours","2013","Skin cancer","Age 25+","London","Male","All","42","0","0","0","0","0","63","10","20","26","26","23","0","99"
"241","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","37","0","0","0","0","0","101","18","22","27","34","37","0","98.6"
"242","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","33","0","1","0","0","0","95","16","22","31","30","30","0","98.5"
"243","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Female","All","59","1","0","0","0","0","118","30","38","37","38","35","0","98.4"
"244","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Male","All","54","0","0","0","0","1","108","28","24","41","44","26","0","98.2"
"245","Skin tumours","2013","Skin cancer","Age 25+","North West","Female","All","38","0","0","0","0","0","142","56","27","27","28","42","0","98.4"
"246","Skin tumours","2013","Skin cancer","Age 25+","North West","Male","All","28","0","0","0","0","0","121","42","22","20","33","32","0","99.4"
"247","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","79","0","0","0","0","2","132","9","22","46","59","77","0","100"
"248","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","61","0","0","0","0","2","110","9","23","23","45","73","0","100"
"249","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","76","0","0","0","0","0","71","10","21","41","34","41","0","100"
"250","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","49","0","0","0","0","0","88","12","23","33","38","31","0","100"
"251","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","62","0","0","0","0","0","98","4","21","39","40","56","0","98.8"
"252","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","86","0","0","0","0","1","86","6","21","36","40","70","0","98.3"
"253","Skin tumours","2013","Skin cancer","Age 25+","London","Female","All","52","0","0","0","0","0","32","5","20","21","24","14","0","96.6"
"254","Skin tumours","2013","Skin cancer","Age 25+","London","Male","All","53","0","0","0","0","0","39","8","16","17","24","27","0","96.6"
"255","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","59","0","0","0","0","0","75","10","19","38","36","31","0","99.2"
"256","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","92","0","0","0","0","0","77","24","21","36","41","47","0","96.4"
"257","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Female","All","64","0","0","0","0","1","85","18","26","44","33","29","0","97.5"
"258","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Male","All","84","0","0","0","0","1","97","27","28","36","55","36","0","96.4"
"259","Skin tumours","2013","Skin cancer","Age 25+","North West","Female","All","34","0","1","0","0","0","59","23","11","17","20","23","0","98"
"260","Skin tumours","2013","Skin cancer","Age 25+","North West","Male","All","51","0","0","0","0","0","83","31","18","18","44","23","0","93"
"261","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","78","0","0","0","0","0","99","6","16","35","50","70","0","98.4"
"262","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","121","0","0","0","0","1","99","11","17","38","62","93","0","97"
"263","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","96","0","0","0","0","1","69","12","28","39","43","44","0","98.8"
"264","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","108","0","0","0","0","0","75","13","29","45","38","58","0","96.3"
"265","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","91","0","0","0","0","1","65","7","22","37","44","47","0","97"
"266","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","115","0","0","0","0","1","73","6","24","31","54","74","0","92.2"
"267","Skin tumours","2013","Skin cancer","Age 25+","London","Female","All","53","0","1","0","0","3","40","14","18","20","24","21","0","91.7"
"268","Skin tumours","2013","Skin cancer","Age 25+","London","Male","All","70","0","0","0","0","3","24","11","14","25","23","24","0","92.1"
"269","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","84","0","0","0","0","0","63","17","22","30","36","42","0","94.7"
"270","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","136","2","0","0","0","0","94","28","30","49","61","64","0","90.9"
"271","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Female","All","84","1","0","0","0","0","75","33","28","37","31","31","0","94.5"
"272","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Male","All","112","0","0","0","0","0","80","36","34","38","51","33","0","93.6"
"273","Skin tumours","2013","Skin cancer","Age 25+","North West","Female","All","46","0","0","0","0","0","73","31","18","22","22","26","0","97.5"
"274","Skin tumours","2013","Skin cancer","Age 25+","North West","Male","All","67","0","0","0","0","0","73","34","23","19","33","31","0","89.5"
"275","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","105","0","0","0","0","0","89","4","16","39","48","87","0","95.4"
"276","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","189","0","0","0","0","2","72","14","26","42","66","115","0","90.2"
"277","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","109","0","0","0","0","0","59","8","20","49","45","46","0","94.8"
"278","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","162","0","0","0","0","0","39","17","27","55","43","59","0","89"
"279","Skin tumours","2013","Skin cancer","Age 25+","East of England","Female","All","91","0","0","0","0","0","76","11","19","49","38","50","0","76.1"
"280","Skin tumours","2013","Skin cancer","Age 25+","East of England","Male","All","103","0","0","0","2","0","76","13","28","38","43","59","0","75.5"
"281","Skin tumours","2013","Skin cancer","Age 25+","London","Female","All","79","0","0","0","0","0","38","13","23","22","35","24","0","76.8"
"282","Skin tumours","2013","Skin cancer","Age 25+","London","Male","All","86","1","0","0","0","1","28","13","24","29","27","23","0","67"
"283","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Female","All","81","0","0","0","0","0","95","24","26","39","46","41","0","80.4"
"284","Skin tumours","2013","Skin cancer","Age 25+","Midlands","Male","All","96","0","1","0","0","0","73","22","40","27","34","47","0","70.2"
"285","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Female","All","72","0","0","0","0","0","80","32","31","36","19","34","0","75.7"
"286","Skin tumours","2013","Skin cancer","Age 25+","North East and Yorkshire","Male","All","88","0","0","0","0","1","78","29","25","41","36","36","0","72.5"
"287","Skin tumours","2013","Skin cancer","Age 25+","North West","Female","All","33","0","0","0","0","0","68","20","19","19","19","24","0","80"
"288","Skin tumours","2013","Skin cancer","Age 25+","North West","Male","All","60","0","0","0","0","0","58","32","15","14","23","34","0","66.9"
"289","Skin tumours","2013","Skin cancer","Age 25+","South East","Female","All","114","0","0","0","0","0","93","9","26","44","51","77","0","82.4"
"290","Skin tumours","2013","Skin cancer","Age 25+","South East","Male","All","200","0","0","0","0","0","84","6","31","55","69","123","0","68"
"291","Skin tumours","2013","Skin cancer","Age 25+","South West","Female","All","118","0","0","0","0","0","55","14","26","45","39","49","0","78.2"
"292","Skin tumours","2013","Skin cancer","Age 25+","South West","Male","All","125","0","0","0","0","0","48","4","35","37","46","51","0","73.9"
"293","Skin tumours","2013","Skin cancer","Age 00-39","All England","Female","All","215","1","0","0","0","1","19","46","42","48","58","42",".b",".c"
"294","Skin tumours","2013","Skin cancer","Age 00-39","All England","Male","All","117","0","0","0","1","1","16","23","36","26","24","26",".b",".c"
"295","Skin tumours","2013","Skin cancer","Age 40+","East of England","Female","All","215","0","0","0","0","1","26","15","35","51","58","83",".b",".c"
"296","Skin tumours","2013","Skin cancer","Age 40+","East of England","Male","All","237","0","0","0","0","0","16","12","40","66","65","70",".b",".c"
"297","Skin tumours","2013","Skin cancer","Age 40+","London","Female","All","78","0","0","0","0","1","2","11","23","19","16","12",".b",".c"
"298","Skin tumours","2013","Skin cancer","Age 40+","London","Male","All","111","0","0","0","0","1","5","14","21","33","26","23",".b",".c"
"299","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Female","All","229","0","0","0","0","3","29","46","33","64","61","57",".b",".c"
"300","Skin tumours","2013","Skin cancer","Age 40+","Midlands","Male","All","338","0","0","0","0","1","29","51","59","72","96","90",".b",".c"
"301","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Female","All","242","0","0","0","0","0","23","40","47","53","65","60",".b",".c"
"302","Skin tumours","2013","Skin cancer","Age 40+","North East and Yorkshire","Male","All","312","0","0","0","0","0","34","48","53","87","69","89",".b",".c"
